name,team,kills,deaths,attacker_x,attacker_y,attacker_z,attacker_flash,attacker_alive,attacker_scoped,attacker_speed,attacker_isbot,attacker_pitch,attacker_yaw,attacker_ducked,victim_name,victim_team,victim_kills,victim_deaths,victim_x,victim_y,victim_z,victim_flash,victim_alive,victim_scoped,victim_speed,victim_isbot,victim_pitch,victim_yaw,victim_ducked,isWallbang,isHeadshot,isNoScope,isHacker
<<<BaHuMiKe>>>,2,4,7,-1999.6109619140625,1826.944091796875,28.72608184814453,0,true,false,230.00001376421082,false,14.3865966796875,27.740478515625,0,Mackenzie,3,6,6,-1762.64404296875,1943.64697265625,59.92511749267578,0,false,false,40.2844588063111,false,2.021484375,221.0174560546875,0,0,0,0,0
<<<BaHuMiKe>>>,2,5,7,-1974.9620361328125,2017.5029296875,-2.0778884887695312,0,true,false,77.84484541259044,false,8.7506103515625,24.2193603515625,0,StevieG!,3,7,7,-1474.142578125,2239.97509765625,63.90525817871094,0,false,false,0,false,9.580078125,206.08154296875,0,0,0,0,0
D E X,3,5,5,-1085.2066650390625,2367.772216796875,3.292090654373169,0,true,false,143.35119448958187,false,359.6429443359375,219.6881103515625,0,-Cactus^ 🌹,2,1,8,-1641.7767333984375,2024.3648681640625,58.72801971435547,0,false,false,215.00000510717598,false,17.1441650390625,58.1121826171875,0,0,0,0,0
Ezio™,3,7,4,-1942.03125,1671.19287109375,34.005126953125,0,true,false,0,false,0.3790283203125,96.1907958984375,0,Oggy,2,5,8,-2092.15869140625,3034.538818359375,98.98834228515625,0,false,false,0,false,2.186279296875,276.009521484375,0,0,1,0,0
{JoK3R  },2,10,6,-1941.8194580078125,2063.41064453125,-2.0792922973632812,0,true,false,0,false,359.483642578125,268.22021484375,1,Ezio™,3,8,4,-1942.03125,1671.19287109375,98.005126953125,0,false,false,0,false,0.8184814453125,96.2896728515625,0,0,0,0,0
D E X,3,6,5,-1318.8651123046875,2683.96875,130.03125,0,true,false,0,false,5.1690673828125,234.525146484375,0,{JoK3R  },2,11,6,-1993.0595703125,1717.53759765625,95.89454650878906,0,false,false,1.6583290623521196,false,357.2369384765625,55.1458740234375,0,0,0,0,0
D E X,3,7,5,-1434.3026123046875,2111.254638671875,1.8161746263504028,0,true,false,17.672266627343202,false,0.98876953125,240.8477783203125,1,<<<BaHuMiKe>>>,2,6,7,-1680.5164794921875,1657.0347900390625,48.4110107421875,0,false,false,0,false,1.3897705078125,60.831298828125,0,0,0,0,0
Braindead,2,5,6,-1670.0682373046875,2848.209228515625,20.473846435546875,0,true,false,0,false,348.28857421875,329.7052001953125,1,Ketchup,3,9,4,-1369.5552978515625,2684.365234375,191.8148956298828,0,false,false,46.529500439875754,false,21.59912109375,150.369873046875,0,0,0,0,0
Braindead,2,6,6,-1658.4742431640625,2855.96875,19.317157745361328,0,true,false,0,false,5.6085205078125,282.9583740234375,1,D E X,3,8,5,-1617.8111572265625,2686.500244140625,71.80848693847656,0,false,false,11.416059439888526,false,359.7088623046875,107.4847412109375,0,0,0,0,0
<<<BaHuMiKe>>>,2,6,8,-2007.395263671875,1826.7589111328125,28.8603515625,0,true,false,24.176746484339937,false,11.876220703125,34.5794677734375,1,Mackenzie,3,6,7,-1757.218017578125,2021.1409912109375,59.94233703613281,0,false,false,27.004257829475083,false,6.0205078125,218.3697509765625,0,0,0,0,0
Ketchup,3,9,5,-1421.2802734375,1992.126708984375,4.826499938964844,0,true,false,99.12888206122459,false,1.9775390625,198.017578125,0,<<<BaHuMiKe>>>,2,7,8,-2011.86572265625,1832.797119140625,70.4793701171875,0,false,false,31.94361390006091,false,14.2108154296875,36.8646240234375,0,0,1,0,0
D E X,3,8,6,-1441.8310546875,2799.467529296875,11.908418655395508,0,true,false,46.29670712978732,false,1.0162353515625,254.4927978515625,0,-Cactus^ 🌹,2,1,9,-1706.7579345703125,1815.04833984375,66.94725799560547,0,false,false,225.7983101490238,false,1.702880859375,89.9945068359375,0,0,0,0,0
Oggy,2,5,9,-2012.981201171875,1824.6248779296875,30.408721923828125,0,true,false,0,false,4.954833984375,57.6068115234375,0,D E X,3,9,6,-1392.2706298828125,2772.710205078125,81.80682373046875,0,false,false,80.71984716233807,false,1.3623046875,228.97705078125,0,0,1,0,0
{JoK3R  },2,11,7,-1889.6978759765625,2480.383544921875,28.196685791015625,0,true,false,0,false,10.8599853515625,35.9637451171875,0,Ketchup,3,10,5,-1639.9677734375,2670.4404296875,71.60865783691406,0,false,false,24.74188521058754,false,5.5426025390625,218.671875,0,0,1,0,0
Oggy,2,7,9,-2086.126953125,3071.278564453125,35.030582427978516,0,true,false,0,false,1.680908203125,273.153076171875,0,Ezio™,3,8,6,-2001.0059814453125,1472.492431640625,77.63180541992188,0,false,false,0,false,359.208984375,92.8839111328125,0,0,0,0,0
{JoK3R  },2,12,7,-2046.230712890625,1892.287353515625,1.8735847473144531,0,true,false,0,false,4.471435546875,19.57763671875,0,StevieG!,3,7,8,-1413.246337890625,2099.51416015625,66.75897979736328,0,false,false,0,false,1.1700439453125,98.6077880859375,0,0,0,0,0
StevieG!,3,7,9,1389.029296875,1286.367431640625,-10.523387908935547,2.714658260345459,true,false,19.33593854365369,false,1.483154296875,208.6962890625,0,<<<BaHuMiKe>>>,2,7,9,614.0364990234375,867.1728515625,47.338592529296875,0,false,false,16.901161914648817,false,7.7838134765625,29.6136474609375,0,0,0,0,0
Oggy,2,7,9,548.5350341796875,660.8152465820312,2.548156261444092,0,true,false,0,false,5.8062744140625,38.29833984375,0,StevieG!,3,8,9,1371.6112060546875,1314.853759765625,53.88446807861328,0,false,false,72.7610246783241,false,2.2576904296875,217.0184326171875,0,1,1,0,0
Oggy,2,8,9,1225.1131591796875,2344.50830078125,127.03125,0,true,false,6.140217765161337,false,15.4412841796875,192.98583984375,0,Mackenzie,3,6,8,262.44189453125,2125.18994140625,-62.75225067138672,0,false,false,87.57229456491233,false,346.44287109375,13.1561279296875,0,0,1,0,0
D E X,3,9,7,262.3990478515625,2363.759521484375,-120.14460754394531,0,true,false,56.15803988161485,false,2.0379638671875,309.1717529296875,0,-Cactus^ 🌹,2,1,10,491.93414306640625,2073.51416015625,-74.98424530029297,0,false,false,0,false,5.86669921875,123.2061767578125,0,0,1,0,0
{JoK3R  },2,13,7,1395.007080078125,2683.79931640625,94.84014892578125,0,true,false,22.318372474985242,false,0.362548828125,190.08544921875,0,Ketchup,3,10,6,350.2595520019531,2503.037109375,160.62576293945312,0,false,false,219.99999628725078,false,5.4766845703125,347.7008056640625,0,0,1,0,0
Ezio™,3,8,6,405.199951171875,1968.129638671875,96.03125,0,true,false,0,false,358.385009765625,52.4212646484375,1,Oggy,2,9,9,1149.7696533203125,2957.339111328125,192.41368103027344,0,false,false,183.45737590926439,false,12.0245361328125,225.823974609375,0,0,0,0,0
